"","id","member_id","loan_amnt","funded_amnt","term_mnths","int_per","installment","grade","sub_grade","emp_title","emp_yrs","home_ownership","annual_inc","verification_status","issue_d","loan_status","desc","purpose","title","addr_state","dti","open_acc","revol_bal","revol_util_per","total_acc","total_pymnt","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","last_payment_due","issue_date","lpd_yr","iss_yr","paid_mths","unpaid_mths","future_value","credit_loss"
"19404",676042,863973,5000,5000,60,15.65,121,"D","D4","arpe engineering, inc","3","rent",24000,"source verified","Feb-11","Charged Off","  Borrower added on 02/15/11 > I have no problems paying my bills and always pay on time. I just really want to liquidate my cards and car payment to only worry about this one loan payment. I went into my credit report to check all 3 today and m lowest score is 718, I can provide a copy of my full report if needed. I have a stable job and will make payments early.<br/> Borrower added on 02/15/11 > I do not have or have ever had trouble paying my bills. I just really want to liquidate all my cards and car payment into this one loan payment. With this one payment I will save much more a month. I always pay more than the minimum payment and always on time, I have never been late on any payment. I have my 3 credit scores as of today and my lowest score is 718 which is really good. I can provide a copy of that. Also, have been in my current job about 3 years as an autocad drafter and will be there for more years to come.<br/> Borrower added on 02/16/11 > Thanks to everyone and anyone who invest' on my loan. I will see it that I pay this loan in full before the actual loan end date. Thanks and feel free to contact me with any questions or requests you may have.<br/> Borrower added on 02/17/11 > My depts are as follows:<br/>Ford Credit: $272.00/month (Payoff 2,100)<br/>Credit Cards:<br/>Chase: $45/month (Payoff $1,200)<br/>Macys: $15/month (Payoff $590)<br/>Capital One: $15/month (Payoff $260) The above mentioned is what I want to payoff with loan. My other month to month bills are my Cell phone: $90/month, car insurance: $109/month (will go lower once I payoff car) Also, my rent $150/month(live with family) Food $50/month(I usually eat home)These are my monthly expenses. I do not have any other loans or plan on getting more other than this loan. I had a loan about 5 years ago of $500 and paid it off in 2 months. I make $2000 a month no more no less. As for ending club verification, my Employer already got a call from them and they verified everything. On my note is should state Approved, that is because they called everything stated was approved. Please feel free to ask me any more questions.<br/>","debt_consolidation","consolidation of debt","FL",19.65,5,2052,85.8,6,2502,1182,1101,0,219,2,"Oct-12",121,2012-10-01,2011-02-01,"2012","2011",20,40,3818,4701
"19414",675963,863831,8000,8000,60,12.68,181,"C","C1","center for simplified strategic planning","10+","mortgage",139000,"verified","Feb-11","Charged Off","","credit_card","credit card refinance","VT",18.78,13,86700,88.9,43,8191,5179,2572,45,396,71,"Oct-14",181,2014-10-01,2011-02-01,"2014","2011",44,16,2821,2692
"19416",675952,863818,4600,4600,60,18.25,117,"F","F1","missing","na","rent",36636,"verified","Feb-11","Charged Off","  Borrower added on 02/15/11 > EMPOWERED BY SMALL FINANCIAL BOOST, PROVIDED, BY LENDING CLUB--PT. 1,<br/>I HAVEN'T VACATIONED SINCE I WAS A KID.<br/>PORT-AU-PRINCE AWAY.<br/> Borrower added on 02/16/11 > I'LL BE 60 IN A COUPLE MONTHS, AND I'M GOING TO REALLY TREAT MYSELF TO SOMETHING I DESERVE.<br/>","debt_consolidation","stuffing it","CA",23.71,4,7328,99,14,1013,345,471,0,197,2,"Oct-11",117,2011-10-01,2011-02-01,"2011","2011",8,52,4255,5991
"19418",675850,863699,27000,27000,60,16.4,662,"E","E1","tx dept of public safety","10+","mortgage",94800,"source verified","Feb-11","Charged Off","","debt_consolidation","consolidation","TX",21.97,12,15660,57.8,43,15055,7075,6825,0,1155,11,"Dec-12",662,2012-12-01,2011-02-01,"2012","2011",22,38,19925,24533
"19431",674982,862684,35000,35000,60,21.22,951,"G","G4","columbia university","7","mortgage",58000,"verified","Feb-11","Charged Off","  Borrower added on 02/15/11 > I plan on using these funds as debt consolidation, things go messy when I was divorced a few years ago and I incurred most of this debt shortly thereafter.  I work as the Assistant Director at an Ivy League academic institution, I've been employed here for the past seven years and will continue for the foreseeable future.  I am a grad student here as well (one of the perks of employment here is a tuition waiver), so I feel that I have a stable and upwardly mobile income. I own a modest apartment here in Manhattan which I currently owe about 82K on and it is worth about 120-125K. I feel like i am a good borrower and have always paid my previous debts on time and at the requested amounts.  If anyone has further questions, please let me know.<br/>","debt_consolidation","dan's consolidation","NY",16.14,8,29755,98.5,8,14374,4670,8602,45,1058,12,"Jun-12",952,2012-06-01,2011-02-01,"2012","2011",16,44,30330,42854
"19434",675343,863100,12000,12000,60,13.43,276,"C","C3","rewards network","2","mortgage",75000,"not verified","Feb-11","Charged Off","  Borrower added on 02/15/11 > I wanted to consolidate my high interest Credit Cards.<br/>","debt_consolidation","fresh start","CA",3.28,7,6847,20.5,19,5223,2617,2068,0,538,5,"Sep-12",26,2012-09-01,2011-02-01,"2012","2011",19,41,9383,11229
"19440",675717,863547,2500,2500,36,7.66,78,"A","A5","g4s secure solutions","4","rent",42228,"source verified","Feb-11","Charged Off","","other","car repair and dental work","CA",23.22,9,2695,39.3,10,929,765,164,0,0,0,"Mar-12",78,2012-03-01,2011-02-01,"2012","2011",13,23,1735,1863
"19449",675591,863405,12000,12000,60,13.8,278,"C","C4","regent sports co.","10+","rent",49000,"not verified","Feb-11","Charged Off","  Borrower added on 02/22/11 > to all the investors, I will  pay this loan on time and thank you<br/>","debt_consolidation","debt consolidation to pay everything","NY",24.96,16,14671,45.7,35,2501,1311,1175,0,15,5,"Dec-11",278,2011-12-01,2011-02-01,"2011","2011",10,50,10689,14085
"19482",674376,861956,8000,8000,60,10.37,171,"B","B3","missing","na","mortgage",59400,"not verified","Feb-11","Charged Off","  Borrower added on 02/14/11 > Pay off high interest rate credit cards.<br/> Borrower added on 02/14/11 > Pay off high interest rate credit cards. Have credit score of 712.  Monthly income is retirement income from Railroad Retirement, Social Security, Burlington Northern Santa Fe company employee pension and Federal retirement payment,  Have credit history of making payments on time.<br/>","credit_card","colinsnana","KS",10.32,9,17933,72.3,25,4628,3081,1525,0,22,0,"Jun-13",171,2013-06-01,2011-02-01,"2013","2011",28,32,4919,5642
"19484",660835,845178,4000,4000,60,13.8,93,"C","C4","st. peters child center","3","rent",70000,"source verified","Feb-11","Charged Off","  Borrower added on 02/14/11 > Paying off some credit cards &amp; buying a used car<br/> Borrower added on 02/17/11 > Thanks to all for considering funding. There will be no problems repaying my debt, both mine and my husbands jobs are secure.<br/>","wedding","boat","OH",10.78,8,3502,47.3,11,92,46,46,0,0,0,"Apr-11",93,2011-04-01,2011-02-01,"2011","2011",2,58,3954,5452
"19489",672391,852567,12000,12000,60,18.25,306,"F","F1","beyondtrust software","3","rent",67200,"source verified","Feb-11","Charged Off","","car","car loan","CA",12.11,7,2409,65.1,17,3375,1180,1566,0,629,115,"Dec-11",306,2011-12-01,2011-02-01,"2011","2011",10,50,10820,14921
"19490",674931,862624,13800,13800,60,16.02,336,"D","D5","infonox on the web","8","mortgage",107000,"verified","Feb-11","Charged Off","I am looking to open Tracy Ultimate Paintball, a Paintball park in the City of Tracy, CA on 10 acres. This is so youth and young adults can play in a safe and professional environment. Tracy has an unserved population of 82,000 people. The closest Paintball park is 40 minutes away in each direction. I already have a location and am actively pursuing building the field there. This loan money will be used primarily for Buying the Safety and Other Paintball equipment. On a personal Note, I have over 50k of my own money invested in this. My Credit score is 750+ and I have never missed a payment on anything in my life. I earn a salary of over 110k a year in my post as Director, Marketing in a Silicon Valley company. I have been here for 8 years and it is a stable job. The Production Cost for Marketing will be Negligible, as I will only be paying for ad space. Being a marketing Director by profession, I have skills in Graphic design, website building and management and working promotions using social networking like Twitter, Facebook, Blogs, Youtube and Flickr. I save a huge production amount right there and so I can use the money for equipment instead. I have partnered up with a big name in the Paintball business and have a field manager ready to start once I open.I am currently up to 70k in my investment and just need 30k more to open my doors for business and get the kids and young adults off the couch and playing paintball... Thank you for your investment.","small_business","small business loan","CA",6.17,6,891,20.2,15,12758,6644,5107,0,1007,10,"Mar-14",337,2014-03-01,2011-02-01,"2014","2011",37,23,7156,7342
"19492",674952,862648,25000,25000,60,16.02,608,"D","D5","missing","na","mortgage",70800,"verified","Feb-11","Charged Off","  Borrower added on 02/14/11 > I want to glass in my back porch, it's 52' long by 12' deep, spanish style with 4 10', arched openings overlooking my dock and canal, 1 8' arch on one end, and a 3' door on the other end.<br/>","home_improvement","porch dress up","FL",3.9,13,12371,14.3,27,27370,16728,10547,0,95,0,"Dec-14",608,2014-12-01,2011-02-01,"2014","2011",46,14,8272,9033
"19507",674675,862321,12000,12000,60,15.28,287,"D","D3","j h","10+","mortgage",60000,"not verified","Mar-11","Charged Off","  Borrower added on 02/14/11 > We are a disaster claim adjusting company, we are set up to work for Horace Mann insurance in 4 states, a major client. We need 5k for software, hardware, fuel, ink, additional 7 k requested is for non-fixed expenses like per-claim expense and some salary, etc, . We waited 2 years too long to get a normal line of credit from our bank, we have been in business 10 years, I have 30 years in the industry. I have put every penny of my own money into staying on-line with this business through a slow winter season with no credit options. Employ 5 people, really need someone who understands that we're for real.  VP at local bank is 'mentoring' our expansion so we're using professionals for advice at every turn.<br/>  We charge our insurer clients a flat fee of $420 per claim, at even 2 claims a day that is a gross of 16k per month so we anticipate NO problem paying this loan back- we should have gotten a line of credit when we started by we didn't forsee the bank problems. A major client left the US a few years ago and it has taken us until this past september to replace them, which we did. Happy to answer any questions, mine is a unique kind of business. But we're the best at it.<br/>Borrower added on 02/14/11 &gt; Use of this loan is for the following items:<br/>Balance on one annual MSB lease: $335.00<br/>Second annual MSB lease to start in April: $1,900.00<br/>WC Insurance, balance due $1,400.00 (half has been paid)<br/>EO/GL Insurance: $1,200 ($600 was paid, total was $1,800)<br/>BOPP Insurance: $400, second quarter 2011.<br/>That totals $5,235.00 in fixed expense. Additionally, we run about $200 per month is travel expense per adjuster, four adjusters. To cut costs, I made the additional adjusters all 1099 and responsible for their own costs, in exchange for a better percentage of our fee. The remaining 6k requested is a combination of funds to advance salary when claims start coming in (3k), and the remaining 3k requested is a cushion and small-scale marketing/client visits.<br/> Borrower added on 02/16/11 > Time in claims industry: 30 years.<br/>Time my company in business as c-corp: 10 yrs<br/>Significant positive development-  went from 13 employees last year down to 5 core staff, further specialized, reduced actual expense for 2010 by chaning our system, two less adjusters on the road for same area-  we cover 5 states in the midwest wind/hail belt.<br/>","small_business","small business loan","IL",24.02,10,9352,78.6,26,10070,5040,4063,15,952,10,"Feb-14",104,2014-02-01,2011-03-01,"2014","2011",35,25,6960,7223
"19508",674670,862316,5000,5000,36,10.74,163,"B","B4","the telephone connection","10+","rent",55000,"verified","Feb-11","Charged Off","","debt_consolidation","det consolidation loan","NV",18.57,9,3959,74.7,19,3698,2717,849,0,131,1,"Jul-13",35,2013-07-01,2011-02-01,"2013","2011",29,7,2283,2235
"19509",663472,848374,5250,5250,36,7.66,164,"A","A5","woodman's foodmarket","3","rent",24000,"source verified","Feb-11","Charged Off","","medical","medical bills","WI",13.4,6,1749,17.1,9,830,655,160,15,0,0,"Aug-11",340,2011-08-01,2011-02-01,"2011","2011",6,30,4595,5070
"19512",674613,862251,2200,2200,36,7.29,68,"A","A4","homestead group","9","mortgage",36000,"not verified","Feb-11","Charged Off","","debt_consolidation","freedom","RI",8.13,6,204,2.1,20,1162,916,173,0,73,1,"Jul-12",68,2012-07-01,2011-02-01,"2012","2011",17,19,1284,1295
"19518",674451,862046,4200,4200,60,16.4,103,"E","E1","sprint","4","rent",43596,"source verified","Feb-11","Charged Off","  Borrower added on 02/14/11 > I am requesting the amount that I have chosen to purchase a motorcycle. I've included taxes/tag/title fees. I originally requested a 3 year loan. However, was approved for 5 years. I chose this instead, to ensure that I will be able to make the monthly payments no matter what circumstances present themselves. This also makes it so I can make additional payments each month to pay it off early, but allows me flexibility at times if needed. I have recently paid off my car, so I have freed up income source that was 3 times the payment that I will have for this.<br/>","car","motorcycle","FL",2.95,3,3392,91.7,9,2236,1038,1016,0,181,2,"Nov-12",103,2012-11-01,2011-02-01,"2012","2011",21,39,3162,3914
